plate,status,predicted_meaning,label,predicted,plate_length,plate_has_numbers,plate_has_letters,plate_has_spaces,plate_has_special,num_digits,num_letters,num_spaces,meaning_length,meaning_word_count,has_sexual,has_hate,has_gang,has_drug,has_violence,has_police,has_area_code,status_binary,predicted_binary,error_type,kmeans_cluster
5PTHOE,N,HOE,0,N,6,True,True,False,False,1,5,0,3,1,True,False,False,False,False,False,False,0,0,Correct,2
FIVE OOH,N,5.0 MUSTANG,0,N,8,False,True,True,False,0,7,1,11,2,False,False,False,False,False,False,False,0,0,Correct,1
KING BRA,Y,KING BRA,1,Y,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,1,1,Correct,1
SYCODIC,N,SANDY CODIC,0,N,7,False,True,False,False,0,7,0,11,2,False,False,False,False,False,False,False,0,0,Correct,1
BA 11,Y,BAD ASS,1,N,5,True,True,True,False,2,2,1,7,2,False,False,False,False,False,False,False,1,0,False Negative,0
THEDEED,N,"THE D COULD STAND FOR DICK, SEXUAL REFERENCE",0,N,7,False,True,False,False,0,7,0,44,8,True,False,False,False,False,False,False,0,0,Correct,2
DOE DOE,N,DO YOU DIE,0,N,7,False,True,True,False,0,6,1,10,3,False,False,False,False,False,False,False,0,0,Correct,1
FF W88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,True,False,2,3,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
ARMYRED,N,RED,0,Y,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,0,1,False Positive,1
JEN8888,N,88 = HATE NUMBER,0,N,7,True,True,False,False,4,3,0,16,4,False,True,False,False,False,False,False,0,0,Correct,0
G SAINI,Y,G AS IN GANGSTER,1,N,7,False,True,True,False,0,6,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
559 CAT,N,559 AREA CODE,0,N,7,True,True,True,False,3,3,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
FUQM8,N,FUCK,0,N,5,True,True,False,False,1,4,0,4,1,True,False,False,False,False,False,False,0,0,Correct,2
69SBURB,Y,SEXUAL-69,1,N,7,True,True,False,False,2,5,0,9,1,True,False,False,False,False,False,False,1,0,False Negative,2
HELKATT,Y,ATT,1,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,1,0,False Negative,1
JGZ 5O,Y,JUAN GARCIA'S 50TH ANNIVERSARY,1,N,6,True,True,True,False,1,4,1,30,4,False,False,False,False,False,True,False,1,0,False Negative,8
TROJN 17,Y,TROJAN IS A TYPE OF ARMY ARMY ARMY. 17 IS THE YEAR OF THE VEHICLE.,1,N,8,True,True,True,False,2,5,1,66,15,False,False,False,False,False,False,False,1,0,False Negative,0
NO H8TE,N,NO HATE,0,Y,7,True,True,True,False,1,5,1,7,2,False,True,False,False,False,False,False,0,1,False Positive,0
GNGLOV,N,GANG GLOVE,0,N,6,False,True,False,False,0,6,0,10,2,False,False,True,False,False,False,False,0,0,Correct,5
4HACKER,Y,HACKER,1,N,7,True,True,False,False,1,6,0,6,1,False,False,False,False,False,False,False,1,0,False Negative,1
NBASHOT,Y,NBA,1,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,1,0,False Negative,1
JVAA 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,7,True,True,True,False,2,4,1,27,5,False,False,True,False,False,False,False,0,0,Correct,5
YOCABRN,N,YO CABRON,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
AYMHYER,N,HYDER=HATE,0,N,7,False,True,False,False,0,7,0,10,1,False,True,False,False,False,False,False,0,0,Correct,1
SSATINE,N,SSATINE IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT,0,N,7,False,True,False,False,0,7,0,61,11,False,False,True,False,False,False,False,0,0,Correct,5
2FS4CHP,N,TOO FAST FOR CHIP,0,N,7,True,True,False,False,2,5,0,17,4,False,False,False,False,False,False,False,0,0,Correct,1
ESE LAW,N,ESE=FUCK,0,N,7,False,True,True,False,0,6,1,8,1,True,False,False,False,False,False,False,0,0,Correct,2
CUTN 4 U,Y,CUTEN FOR YOU,1,N,8,True,True,True,False,1,5,2,13,3,False,False,False,False,False,False,False,1,0,False Negative,1
OG OWNER,N,OG,0,N,8,False,True,True,False,0,7,1,2,1,False,False,True,False,False,False,False,0,0,Correct,5
XOXO G,Y,G AS IN GANGSTER,1,N,6,False,True,True,False,0,5,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
1HOT RED,Y,RED,1,N,8,True,True,True,False,1,6,1,3,1,False,False,False,False,False,False,False,1,0,False Negative,1
PLZNO5O,N,PLEASE NO 50,0,N,7,True,True,False,False,1,6,0,12,3,False,False,False,False,False,True,False,0,0,Correct,8
OMW2RLP,N,ON MY WAY TO RIP PERSON,0,N,7,True,True,False,False,1,6,0,23,6,False,False,False,False,False,False,False,0,0,Correct,1
BUTILVR,N,BUTT LOVER,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
OPEN SZN,N,OPEN SIZING,0,N,8,False,True,True,False,0,7,1,11,2,False,False,False,False,False,False,False,0,0,Correct,1
1FTB3IO,N,FTB=FUCK THE BITCH,0,N,7,True,True,False,False,2,5,0,18,3,True,False,False,False,False,False,False,0,0,Correct,2
1SLO5OH,N,SLOW 5.0,0,N,7,True,True,False,False,2,5,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
BENDECO,N,BEND ECO,0,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,1,False Positive,1
WHITTY5,Y,WHITE CAT,1,N,7,True,True,False,False,1,6,0,9,2,False,False,False,False,False,False,False,1,0,False Negative,1
14SVN34,N,14 GANG REFERENCE,0,N,7,True,True,False,False,4,3,0,17,3,False,True,True,False,False,False,False,0,0,Correct,0
CHERI BB,N,CHERI=BOSS,0,N,8,False,True,True,False,0,7,1,10,1,False,False,False,False,False,False,False,0,0,Correct,1
ILYKBLU,Y,I LIKE BLUE,1,Y,7,False,True,False,False,0,7,0,11,3,False,False,False,False,False,False,False,1,1,Correct,1
GUMAD,Y,GUM ADDICT,1,N,5,False,True,False,False,0,5,0,10,2,False,False,False,False,False,False,False,1,0,False Negative,1
TM66CAT,Y,"CAT=PUSSY, NO CAT CAR ON ANI",1,N,7,True,True,False,False,2,5,0,28,6,True,False,False,False,False,False,False,1,0,False Negative,2
ERFAN G,N,G AS IN GANGSTER,0,N,7,False,True,True,False,0,6,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
MK7FTW,N,FTW,0,N,6,True,True,False,False,1,5,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
RS HOLE,N,"RS IS ANOTHER WORD FOR PENIS, HOLE IS A PENIS",0,N,7,False,True,True,False,0,6,1,45,10,True,False,False,False,False,False,False,0,0,Correct,2
69DREMS,N,"69, SEXUAL REFERENCE",0,N,7,True,True,False,False,2,5,0,20,3,True,False,False,False,False,False,False,0,0,Correct,2
TRTLE8M,Y,TROLLING ATE THEM,1,N,7,True,True,False,False,1,6,0,17,3,False,False,False,False,False,False,False,1,0,False Negative,1
DQODOOQ,N,DOOOOOO,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
M6I2A88,N,88=HATE SYMBOL,0,N,7,True,True,False,False,4,3,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
SHTLP&D,N,SHIT LEAD,0,N,7,False,True,False,True,0,6,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
YAVAR14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
8JERRY8,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
GR8 KTY,Y,GREAT KITTY,1,Y,7,True,True,True,False,1,5,1,11,2,False,False,False,False,False,False,False,1,1,Correct,1
R8R 760,N,RAIDER 760,0,N,7,True,True,True,False,4,2,1,10,2,False,False,False,False,False,False,True,0,0,Correct,4
RLMFNGZ,N,MF=MOTHER FUCKER,0,N,7,False,True,False,False,0,7,0,16,2,True,False,False,False,False,False,False,0,0,Correct,2
MPR 13,Y,"13=GANG NUMBER, NO 2013 CAR",1,N,6,True,True,True,False,2,3,1,27,5,False,False,True,False,False,False,False,1,0,False Negative,5
7TFREAK,N,TF-FUCK,0,N,7,True,True,False,False,1,6,0,7,1,True,False,False,False,False,False,False,0,0,Correct,2
LINO PLG,Y,LINO PIG,1,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
XKHAN,Y,XKHAN=FUCKEN,1,N,5,False,True,False,False,0,5,0,12,1,True,False,False,False,False,False,False,1,0,False Negative,2
LETHL C6,Y,LETHL IS ANOTHER WORD FOR VAGINA,1,N,8,True,True,True,False,1,6,1,32,6,True,False,False,False,False,False,False,1,0,False Negative,2
WINEHO1,N,"HO1 IS A TYPE OF HO, WHICH IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT",0,N,7,True,True,False,False,1,6,0,80,17,False,False,True,False,False,False,False,0,0,Correct,5
8EEJ8,N,88 HITLER REFERENCE,0,N,5,True,True,False,False,2,3,0,19,3,False,True,False,False,False,False,False,0,0,Correct,0
BLDZ BLU,N,BLOOD BLUE,0,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
KXYXKYX,N,XXX,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
CRZSSML,Y,CRAZY SUMMER,1,Y,7,False,True,False,False,0,7,0,12,2,False,False,False,False,False,False,False,1,1,Correct,1
FTWIN,N,FTWIN,0,Y,5,False,True,False,False,0,5,0,5,1,False,False,False,False,False,False,False,0,1,False Positive,1
SEE 8888,N,88 = HATE,0,N,8,True,True,True,False,4,3,1,9,3,False,True,False,False,False,False,False,0,0,Correct,0
GRM RPR,N,GRM - GANG REFERENCE,0,N,7,False,True,True,False,0,6,1,20,4,False,False,True,False,False,False,False,0,0,Correct,5
KING8O5,N,805 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
OLBLU54,Y,OLD BLUE 1954,1,Y,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,False,1,1,Correct,1
C6ZZ A,N,ASSHOLE BACKWARDS,0,N,6,True,True,True,False,1,4,1,17,2,False,False,False,False,False,False,False,0,0,Correct,1
8V833V2,N,LOOK ALIKE,0,N,7,True,True,False,False,5,2,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
GNN,Y,GNN=GANGSTER,1,N,3,False,True,False,False,0,3,0,12,1,False,False,True,False,False,False,False,1,0,False Negative,5
8MJR8,N,88 = HATE NUMBER,0,N,5,True,True,False,False,2,3,0,16,4,False,True,False,False,False,False,False,0,0,Correct,0
TITOG 13,N,13 GANG REFERENCE,0,N,8,True,True,True,False,2,5,1,17,3,False,False,True,False,False,False,False,0,0,Correct,5
PSYFUCK,N,FUCK,0,N,7,False,True,False,False,0,7,0,4,1,True,False,False,False,False,False,False,0,0,Correct,2
ZENAF,N,AF-AS FUCK,0,N,5,False,True,False,False,0,5,0,10,2,True,False,False,False,False,False,False,0,0,Correct,2
AMP KILL,N,KILL,0,N,8,False,True,True,False,0,7,1,4,1,False,False,False,False,True,False,False,0,0,Correct,6
SARGE18,N,18=HATE SYMBOL,0,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
NANA 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,True,False,2,4,1,27,5,False,True,False,False,False,False,False,0,0,Correct,0
PREDITR,N,PREDITOR,0,N,7,False,True,False,False,0,7,0,8,1,False,False,False,False,False,False,False,0,0,Correct,1
SR CHONA,N,CHONA IS A SLANG TERM FOR A PERSON OF AMERICAN DESCENT,0,N,8,False,True,True,False,0,7,1,54,11,False,False,False,False,False,False,False,0,0,Correct,1
GUNSHOW,N,GUN SHOW,0,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,True,False,False,0,0,Correct,6
BUM BUM,N,BUM=SEXUAL CONNOTATIONS,0,N,7,False,True,True,False,0,6,1,23,2,True,False,False,False,False,False,False,0,0,Correct,2
MUMPY,N,MUMPY IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT,0,N,5,False,True,False,False,0,5,0,59,11,False,False,True,False,False,False,False,0,0,Correct,5
SW CHEEK,N,SWEET CHEEK,0,Y,8,False,True,True,False,0,7,1,11,2,False,False,False,False,False,False,False,0,1,False Positive,1
1PORFKR,N,ONE POOR FUCKER,0,N,7,True,True,False,False,1,6,0,15,3,True,False,False,False,False,False,False,0,0,Correct,2
14 COACH,N,14 GANG REFERENCE,0,N,8,True,True,True,False,2,5,1,17,3,False,True,True,False,False,False,False,0,0,Correct,0
XKKKXXK,N,XXX,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
MARC916,N,916 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
F O C M,N,FUCK ON MY DICK,0,N,7,False,True,True,False,0,4,3,15,4,True,False,False,False,False,False,False,0,0,Correct,2
B1113,N,"13=GANG NUMBER, NO 2013 CAR",0,N,5,True,True,False,False,4,1,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
KTTY DR,N,CATTY,0,N,7,False,True,True,False,0,6,1,5,1,False,False,False,False,False,False,False,0,0,Correct,1
61SHOKR,Y,61 SHOKER,1,N,7,True,True,False,False,2,5,0,9,2,False,False,False,False,False,False,False,1,0,False Negative,1
MERCI PD,N,MERCI POLICE DEPT,0,N,8,False,True,True,False,0,7,1,17,3,False,False,False,False,False,True,False,0,0,Correct,8
H82 7OUT,Y,HATE,1,N,8,True,True,True,False,3,4,1,4,1,False,True,False,False,False,False,False,1,0,False Negative,0
DC4L 13,N,13 GANG REFERENCE,0,N,7,True,True,True,False,3,3,1,17,3,False,False,True,False,False,False,False,0,0,Correct,5
BTCH WUH,N,BITCH,0,N,8,False,True,True,False,0,7,1,5,1,False,False,False,False,False,False,False,0,0,Correct,1
CRZTATA,N,CRAZY TATA,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
8GR8DR8,Y,"88=HATE SYMBOL, NO 88 CAR ON ANI",1,N,7,True,True,False,False,3,4,0,32,7,False,True,False,False,False,False,False,1,0,False Negative,0
SASUKE,Y,SUSUKE=SLANG FOR VAGINA,1,N,6,False,True,False,False,0,6,0,23,3,True,False,False,False,False,False,False,1,0,False Negative,2
SLK 69,Y,SEXUAL-69,1,N,6,True,True,True,False,2,3,1,9,1,True,False,False,False,False,False,False,1,0,False Negative,2
TAJMOHO,Y,HO,1,N,7,False,True,False,False,0,7,0,2,1,False,False,False,False,False,False,False,1,0,False Negative,1
MNKYPNK,N,MONKEY PINK,0,Y,7,False,True,False,False,0,7,0,11,2,False,False,False,False,False,False,False,0,1,False Positive,1
424,N,424 AREA CODE,0,N,3,True,False,False,False,3,0,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
NEGRO78,N,NEGRO CAN BE A SEXUAL REFERENCE,0,N,7,True,True,False,False,2,5,0,31,6,True,False,False,False,False,False,False,0,0,Correct,2
VIRGO 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,8,True,True,True,False,2,5,1,27,5,False,True,False,False,False,False,False,0,0,Correct,0
SX4 MOM,N,SEX FOR MOM,0,N,7,True,True,True,False,1,5,1,11,3,False,False,False,False,False,False,False,0,0,Correct,1
WETT,N,WET,0,Y,4,False,True,False,False,0,4,0,3,1,False,False,False,False,False,False,False,0,1,False Positive,1
ILL NKA,N,NKA=NIGGA,0,N,7,False,True,True,False,0,6,1,9,1,False,False,False,False,False,False,False,0,0,Correct,1
69GENT,N,1969 GENTLEMAN,0,Y,6,True,True,False,False,2,4,0,14,2,True,False,False,False,False,False,False,0,1,False Positive,2
NYUJD14,Y,14-HITLER,1,N,7,True,True,False,False,2,5,0,9,1,False,True,False,False,False,False,False,1,0,False Negative,0
RDNCKRV,N,REDNECK,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
RAGE ON,N,RAGE ON,0,N,7,False,True,True,False,0,6,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
REKITTY,Y,"KITTY, SEXUAL REFERENCE",1,N,7,False,True,False,False,0,7,0,23,3,True,False,False,False,False,False,False,1,0,False Negative,2
2 MNKYS,N,MONKEYS CAN BE ANOTHER WORD FOR VAGINA,0,N,7,True,True,True,False,1,5,1,38,7,True,False,False,False,False,False,False,0,0,Correct,2
CASH F,N,CASH F,0,N,6,False,True,True,False,0,5,1,6,2,False,False,False,False,False,False,False,0,0,Correct,1
HO 888,N,HO,0,N,6,True,True,True,False,3,2,1,2,1,False,False,False,False,False,False,False,0,0,Correct,0
F CUNADO,N,FUCK CUNADO,0,N,8,False,True,True,False,0,7,1,11,2,True,False,False,False,False,False,False,0,0,Correct,2
LAHSTL,N,HUSTLE,0,N,6,False,True,False,False,0,6,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
DIE WABT,N,DIE,0,N,8,False,True,True,False,0,7,1,3,1,False,False,False,False,False,False,False,0,0,Correct,1
ASYCFUC,N,ASS FUCK,0,N,7,False,True,False,False,0,7,0,8,2,True,False,False,False,False,False,False,0,0,Correct,2
M16A24D,N,"M16 IS A GUN, A24D IS A TYPE OF GUN",0,N,7,True,True,False,False,4,3,0,35,10,False,False,False,False,True,False,False,0,0,Correct,6
TITZTRK,N,TITTIES,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
IL DO ME,N,DO ME,0,N,8,False,True,True,False,0,6,2,5,2,False,False,False,False,False,False,False,0,0,Correct,1
ALFAR69,N,"69, SEXUAL REFERENCE",0,N,7,True,True,False,False,2,5,0,20,3,True,False,False,False,False,False,False,0,0,Correct,2
RYNO MAC,Y,"MAC=PUSSY, NO MAC CAR ON ANI",1,N,8,False,True,True,False,0,7,1,28,6,True,False,False,False,False,False,False,1,0,False Negative,2
SNWBALL,N,SNOWBALL,0,Y,7,False,True,False,False,0,7,0,8,1,False,False,False,False,False,False,False,0,1,False Positive,1
GFT4MH7,Y,GFT=GANG FUCK TEAM,1,N,7,True,True,False,False,2,5,0,18,3,True,False,True,False,False,False,False,1,0,False Negative,5
ZULUFKS,N,FUCK,0,N,7,False,True,False,False,0,7,0,4,1,True,False,False,False,False,False,False,0,0,Correct,2
KIKE7EZ,N,KIKE,0,N,7,True,True,False,False,1,6,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
RDNKRDE,N,REDNECK,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
BABE 888,Y,888=HATE SYMBOL,1,N,8,True,True,True,False,3,4,1,15,2,False,True,False,False,False,False,False,1,0,False Negative,0
FKCNCR2,N,FUCK CANCER,0,N,7,True,True,False,False,1,6,0,11,2,True,False,False,False,False,False,False,0,0,Correct,2
BIOTCH,N,BITCH,0,N,6,False,True,False,False,0,6,0,5,1,False,False,False,False,False,False,False,0,0,Correct,1
TELLIE G ,Y,G AS IN GANGSTER,1,N,9,False,True,True,False,0,7,2,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
4RUNOVR,N,"FOR YOU, NO OVER",0,Y,7,True,True,False,False,1,6,0,16,4,False,False,False,False,False,False,False,0,1,False Positive,1
BLUTOAD,Y,BLUE TOAD,1,Y,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,1,Correct,1
HO LEFUK,N,HO LIFE FUCK,0,N,8,False,True,True,False,0,7,1,12,3,True,False,False,False,False,False,False,0,0,Correct,2
69 MAMY,N,NO 69 CAR,0,N,7,True,True,True,False,2,4,1,9,3,True,False,False,False,False,False,False,0,0,Correct,2
SUBAPOO,N,POO=PUSSY,0,N,7,False,True,False,False,0,7,0,9,1,True,False,False,False,False,False,False,0,0,Correct,2
TUNA,N,TUNA,0,Y,4,False,True,False,False,0,4,0,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
BDYBAG9,N,BAD BAG,0,N,7,True,True,False,False,1,6,0,7,2,False,False,False,False,False,False,False,0,0,Correct,1
EJY13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,5,True,True,False,False,2,3,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
KITYPUR,Y,KITTY PUR,1,Y,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,1,Correct,1
14MEX84,N,14 GANG REFERENCE,0,N,7,True,True,False,False,4,3,0,17,3,False,True,True,False,False,False,False,0,0,Correct,0
NSMO51O,Y,510 = AREA CODE,1,N,7,True,True,False,False,2,5,0,15,4,False,False,False,False,False,False,True,1,0,False Negative,4
U H8TIN,N,HOSTILE-HATE,0,N,7,True,True,True,False,1,5,1,12,1,False,True,False,False,False,False,False,0,0,Correct,0
EFN2187,N,EFFIN 2187,0,N,7,True,True,False,False,4,3,0,10,2,False,True,False,False,False,False,False,0,0,Correct,0
DOMECFO,Y,DOME CFO,1,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
BZ GTR,N,BZ=BITCH,0,N,6,False,True,True,False,0,5,1,8,1,False,False,False,False,False,False,False,0,0,Correct,1
COKA 2,N,COKA=SLANG FOR VAGINA,0,N,6,True,True,True,False,1,4,1,21,3,True,False,False,False,False,False,False,0,0,Correct,2
C INREDD,Y,C IN RED,1,Y,8,False,True,True,False,0,7,1,8,3,False,False,False,False,False,False,False,1,1,Correct,1
UDTKNME,N,YOU DON’T KNOW ME,0,N,7,False,True,False,False,0,7,0,17,4,False,False,False,False,False,False,False,0,0,Correct,1
PSXLV88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
BLUVL 8,N,BLUE LOVEL 8,0,Y,7,True,True,True,False,1,5,1,12,3,False,False,False,False,False,False,False,0,1,False Positive,1
805 TIME,N,805 AREA CODE,0,N,8,True,True,True,False,3,4,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
DS2 5OH,Y,DS2 IS A TYPE OF ENGINE FOR A 5.0 LITER ENGINE. 5O IS THE ENGINE SIZE OF THE ENGINE.,1,Y,7,True,True,True,False,2,4,1,84,19,False,False,False,False,False,True,False,1,1,Correct,8
MYFN SS,N,MY FUCKING SS,0,N,7,False,True,True,False,0,6,1,13,3,True,False,False,False,False,False,False,0,0,Correct,2
XLT DAD,N,XLT=EXTRA LARGE DAD,0,N,7,False,True,True,False,0,6,1,19,3,False,False,False,False,False,False,False,0,0,Correct,1
CHILLAA,Y,CHILL,1,Y,7,False,True,False,False,0,7,0,5,1,False,False,False,False,False,False,False,1,1,Correct,1
YUH8TN4,N,HOSTILE-HATIN,0,N,7,True,True,False,False,2,5,0,13,1,False,False,False,False,False,False,False,0,0,Correct,1
CAT EME,Y,CAT EME,1,Y,7,False,True,True,False,0,6,1,7,2,False,False,False,False,False,False,False,1,1,Correct,1
STLR GNG,Y,STILL GANG,1,N,8,False,True,True,False,0,7,1,10,2,False,False,True,False,False,False,False,1,0,False Negative,5
RAWWILL,N,"RAW WILL, SEXUAL REFERENCE",0,N,7,False,True,False,False,0,7,0,26,4,True,False,False,False,False,False,False,0,0,Correct,2
69COUGR,N,COUGAR,0,Y,7,True,True,False,False,2,5,0,6,1,False,False,False,False,False,False,False,0,1,False Positive,1
KAKA615,N,615 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
8MOXIE8,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
MFBBQ1,N,MOTHERFUCKING BBQ,0,N,6,True,True,False,False,1,5,0,17,2,True,False,False,False,False,False,False,0,0,Correct,2
DRRNBOW,Y,DIRTY RED BOW,1,N,7,False,True,False,False,0,7,0,13,3,False,False,False,False,False,False,False,1,0,False Negative,1
BADASMM,N,BAD ASS,0,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,0,0,Correct,1
SUNY 13,Y,"13=GANG NUMBER, NO 2013 CAR",1,N,7,True,True,True,False,2,4,1,27,5,False,False,True,False,False,False,False,1,0,False Negative,5
ARS 52,Y,ARSENAL,1,N,6,True,True,True,False,2,3,1,7,1,False,False,False,False,False,False,False,1,0,False Negative,1
FTW CUBS,N,FUCK THE WORLD CUBS,0,N,8,False,True,True,False,0,7,1,19,4,True,False,False,False,False,False,False,0,0,Correct,2
PPSYKAT,N,PUSSY CAT,0,N,7,False,True,False,False,0,7,0,9,2,True,False,False,False,False,False,False,0,0,Correct,2
WESTG55,Y,G55 IS A TYPE OF GUN,1,N,7,True,True,False,False,2,5,0,20,6,False,False,False,False,True,False,False,1,0,False Negative,6
B1U3I,Y,BUILDING A HOUSE IN SAN FRANCISCO,1,N,5,True,True,False,False,2,3,0,33,6,False,False,False,False,False,False,False,1,0,False Negative,0
AK 221,Y,"AK IS A GUN, WEAPON REFERENCE",1,N,6,True,True,True,False,3,2,1,29,6,False,False,False,False,True,False,False,1,0,False Negative,6
CU51OMS,N,510 = AREA CODE,0,N,7,True,True,False,False,2,5,0,15,4,False,False,False,False,False,False,True,0,0,Correct,4
NOSHTZ,N,NO SHIT,0,N,6,False,True,False,False,0,6,0,7,2,False,False,False,False,False,False,False,0,0,Correct,1
BJA TCO,N,TACO,0,N,7,False,True,True,False,0,6,1,4,1,False,False,False,False,False,False,False,0,0,Correct,1
QEEEENB,N,B=BITCH,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
WIKED5O,Y,WIKED IS A RACIAL SLUR TOWARDS AFRICAN AMERICANS,1,N,7,True,True,False,False,1,6,0,48,8,False,False,False,False,False,False,False,1,0,False Negative,1
51 5O G,N,G AS IN GANGSTER,0,N,7,True,True,True,False,3,2,2,16,4,False,False,True,False,False,False,False,0,0,Correct,5
ISGRL 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,8,True,True,True,False,2,5,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
OG BEAST,N,OG,0,Y,8,False,True,True,False,0,7,1,2,1,False,False,True,False,False,False,False,0,1,False Positive,5
DI TRING,Y,TRING=PENIS,1,N,8,False,True,True,False,0,7,1,11,1,True,False,False,False,False,False,False,1,0,False Negative,2
UPYUURZ,N,UP YOURS,0,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
TVTOY18,Y,18=hate symbol,1,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,1,0,False Negative,0
JUNHO82,Y,HO,1,N,7,True,True,False,False,2,5,0,2,1,False,False,False,False,False,False,False,1,0,False Negative,1
TONYLOC,N,TONY LOC,0,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,1,False Positive,1
QING 666,Y,QUEEN 666,1,N,8,True,True,True,False,3,4,1,9,2,False,False,False,False,False,False,False,1,0,False Negative,1
STAB CBN,N,STAB CBN,0,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
BJ 4EVER,N,BJ=BITCH,0,N,8,True,True,True,False,1,6,1,8,1,False,False,False,False,False,False,False,0,0,Correct,1
1 JOHN4,N,"14=GANG NUMBER, NO 2014 CAR",0,N,7,True,True,True,False,2,4,1,27,5,False,True,True,False,False,False,False,0,0,Correct,0
